ID ,Tweets,Label
BC1891,I’m never pillow talking to my bf about my friends business that shit is so weird to me!!!,UNT
BC1892,That fucking nipple video honestly gave me dysphoria about my body again smfh I fucking hate it,UNT
BC1893,was so excited about my week off work but i’m so fucking bored and want to be at work,UNT
BC1894,@USER Bitch fell into her foundation 😂😂,TIN
BC1895,Half of you niggas be pretending I swear 🤦🏽‍♀️ I hate that shit,TIN
BC1896,I don't care if you ARE talented. If you have no balls to be fucking nice. You are talentless; an empty husk of a person. Fuck you.,TIN
BC1897,@USER @USER Bitch I was gonna put that 😂💀,UNT
BC1898,"arab men are some of the most egotistical, disrespectful, pieces of shit you’ll ever meet",TIN
BC1899,drink water like the way you drink alcohol bitch,TIN
BC1900,@USER I told u to stop that bull shit,UNT
BC1901,buangan use that term one more time and i'll kick your ass,TIN
BC1902,@USER Report them to the police😂😂😂 your a fucking joke,TIN
BC1903,@USER @USER Its a sexual act right? And all sexual acts except wife and slave are forbidden,TIN
BC1904,"agreed, clearly their priorities are stupid if they have that many followersAny guy with 1k+ followers is never a nigga u take seriously",TIN
BC1905,@USER It was 😤😤😤😤😤😤😤😤 ure jealous bc ure short and shit @ basketball 😤,TIN
BC1906,@USER Shut up. You’re supposed to be the leader of this country. You have no idea what that means.,TIN
BC1907,I’ve been telling myself this for over a year🤷🏾‍♀️😭Trying to get all my shit together,UNT
BC1908,I’m about to google how to stop fucking sneezing!😒,UNT
BC1909,@USER @USER Who the fuck is mason mount?,UNT
BC1910,Why was I at a sesh other night trying to convince everyone using and iron to toast your bread is better than a toaster shut the fuck up lee,TIN
BC1911,You know why these bitches love me? Cause baby don’t give a fuck  I be fixin’ her weave while she suckin’ my dick,TIN
BC1913,idk why ppl don’t wanna give me their shifts ??? i know y’all NOS bitches are lazy af and don’t like to work,TIN
BC1915,@USER Her ass talking about bicycles 🤦🏾‍♂️,TIN
BC1918,@USER taekook lives got her in sm shit,UNT
BC1919,"Since @USER is now the #1 earner with a manbun, im gonna have to chop that shit off ggs only",UNT
BC1921,The people in my building better like cumbias bc ima be blasting that shit when i wake up 😭😂,UNT
BC1922,"Thank you, Jon. This is a disgrace.@Richardnobrexit That’s disgusting You’re inciting the assassination of a politician Reported",TIN
BC1924,@USER @USER idk the back story but ain’t no way 😂 i woulda threw her ass if i was him,UNT
BC1925,@USER said the angry bitch. #PartTimePM,TIN
BC1926,"I hate prideful and arrogant people, humble yourselves. You shit like the rest of us 🤘🏽",UNT
BC1927,i just wanna go back in time and eat some TJHS spicy chicken nuggets on a slap ass friday 😓,UNT
BC1929,@USER Well how about taking some money from your church and help those people that are living with the damn rats. Hypocrite!,TIN
BC1930,Sometimes I can’t believe she’s the one who got away... Like wtf was I thinking fucking dumbass,TIN
BC1931,@USER @USER That shit work?,UNT
BC1932,@USER @USER @USER @USER Bitch you put it on you the one who tryna come for somebody 🤣🤸🏽‍♀️,TIN
BC1933,@USER You really are stupid and that is sad,TIN
BC1934,"@USER I thought I was gonna take you away, what you still doing showing your face to dem niggas again 🙄",TIN
BC1935,How the fuck he gone use 6 people when it's only 4 Jack's? Nigga was drunk off his ass talking to me ð¤¦ð¿ââï¸ð,TIN
BC1936,i bet you $20 that hell is better than how it is on this bitch of an earth,UNT
BC1937,@USER @USER I'm sure they won't stop until they lose all power. The idiocy of the left is astounding,TIN
BC1938,@USER Michelle Thorne is a damn dirty slut who’s ways a reliable load! Aside from her Rebecca More and Georgie Lyall,TIN
BC1939,@USER @USER Bargain? He is old as shit lol,TIN
BC1940,@USER I’m surprised he ain’t get his ass beat,UNT
BC1941,@USER bro im mad he was literally always frowning how did i never notice he didn't have eyebrows what the fuck,TIN
BC1942,Don’t try to come back thinking shit sweet,UNT
BC1943,@USER How everyone realize these politicians are all full of crap anyway,TIN
BC1944,i really am a talentless ass bitch ): i truly have nothing that keeps me driven and it makes me so fucking sad,UNT
BC1945,"@USER @USER ""We are the liberal party for the financially secure. The rest can fucking die"".",UNT
BC1946,@USER @USER What a irony. He is kicking your  ass you are licking his ass. Happy kejri licking ass black crow @USER,TIN
BC1947,venus tryna see eunha on blacked.. she goin ta hell with her 5'9 ass,TIN
BC1948,"@USER People can out for dinner and drinks, get home in the early hours of the morning to fuck. Things happen.",UNT
BC1949,@USER You’re the crazy type,TIN
BC1951,count d:  leon: come over here coward ill beat your goddamn ass you son of a bitch,TIN
BC1952,"@USER @USER Bro on god I was going to, but fuck me I was dying",UNT
BC1953,shut the fuck omg no one cares damn,TIN
BC1954,If you didn't know who mysterio was going into that movie you were fucked,UNT
BC1955,"Don’t get it confused , if we official official ain’t none of this bitch",UNT
BC1956,"Forgive her if she act like she don’t need nobody, She went thru a lot shit ALONE!!",UNT
BC1957,again what the fuck? ok hated that ending ame you bitch :'(,UNT
BC1958,stop rt’ing pretty tiktok girls some of us hate being reminded that they’re ugly,TIN
BC1959,@USER Up to 1/3rd of slaves died after the Civil War.  It wasn't a fucking humanitarian mission.,UNT
BC1960,@USER @USER @USER and i don't want them adding me let alone want to add them.. fix the shit!!,UNT
BC1961,Currently crying cause I just got on my flight and had to kiss my brother bye. This shit hittin.,UNT
BC1962,the bad bitch energy radiating off me today like yes give me things to process !! i dare u !!,UNT
BC1963,@USER @USER Should’ve killed that bitch and Lester 😂😂,UNT
BC1964,I’m gonna say he doesn’t really. You should check the zip code demographics of his various properties 😏Only liars could deny that Al Sharpton hates white people,TIN
BC1965,"fuck sex , you ate Nigga? , need to vent ? want me to come lay Wit you ? 🤷🏼‍♀️",TIN
BC1966,@USER Nein. Alacritous as fuck. Two thumbs up.,UNT
BC1967,@USER You're a shameless pig but you knew that already.  Just a reminder.  Enjoy your jail time.,TIN
BC1968,@USER i thought that shit was over dog,UNT
BC1969,the fuck did i just lose 15 followers for-,UNT
BC1970,I will love a nigga to death &amp; still come up off that nigga when necessary 🗣💯,TIN
BC1971,Should I say fuck it and go to hard summer in a wheelchair,UNT
BC1972,oh wow lancer kiyo is strong as fuck,UNT
BC1974,Can’t be out here fucking with somebody that’s fucking with everybody,TIN
BC1975,@USER Fr tho shit be having me weak 😂😂😂,UNT
BC1976,I remember I brung the gun to school my Mans was too geeked like let me hold it 3rd hour like dawg you get caught with this bitch idk you ❌🧢,UNT
BC1977,Being real don’t come with instructions.. if that shit ain’t in then ig it just ain’t in you .. 🤷🏻‍♂️,UNT
BC1979,@USER Melania was a birther from the start. Fuck her and her racist husband.,TIN
BC1980,"Like I love Ariana, but you can’t deny that she gets away with a lot of shit that others would get called out and dragged for",TIN
BC1981,@USER @USER I was just doing exactly that. Pretty interesting. The emoji face you used sums it up man. Complicated shit.,UNT
BC1982,what the actual fuck it’s 2019 and I’m watching oitnb,UNT
BC1983,this bitch just cut her hair short by herself,TIN
BC1984,Fuck i gotta pay for shipping as well i have enough but i need to get home from work before i can place the order,UNT
BC1985,"I enjoyed the shit out of that new Tarantino movie man, more of that and less of these stupid superhero movies",UNT
BC1986,i swear i’m the nicest bitch you’ll ever met until you messed up with me,UNT
BC1987,The left don't give a shit because they're inable. The right don't give a shit coz they're incapable.,TIN
BC1988,Wah fucking drunk need to go camp la😱,UNT
BC1989,got the 5* ce twice so desire sensor real because dear fucking god that was the thing i wanted least,UNT
BC1990,sexual ties have to be real. im feelin that shit,UNT
BC1991,@USER I seen some shit saying it was supposed to be a zan or some kinda pill 😭😂,UNT
BC1992,"@USER She seems really sweet and lovely, but she fucked up one of my guy friends and acted like a total gold digger",TIN
BC1993,me: lol i hate this goddamn country i want back to sleep or do i get good vegetarian sausage,UNT
BC1994,@USER U bloody hypocrat ....did u see pc of upp..stop it..idiot,TIN
BC1995,ariana grande really fucked up w that comment &amp; im zo disappointed. she needs to know her limits. sO GUYS WHAT HAPPENED???,TIN
BC1996,@USER My bf does that to me  He's a damn liar I just havent figured out his motive yet,UNT
BC1997,@USER The piece has been kept by nato with the massive help of the Americans ..... the corrupt Eu is a disgusting dictatorship,TIN
BC1998,@USER Fuck the media🤣,UNT
BC1999,If u know u block while get on social media and talk shit like i can see it 🤣,UNT
BC2000,People fr ask me to go out just so I’m DD and tbh I’m honored lmk don’t be stupid and drive drunk,UNT
BC2001,who says they will beat your ass and will actually do it?  #MGMAVOTE #MAMAMOO @USER,TIN
BC2002,"@USER The world really has gone to shit when children get payed for gaming, whilst other aren't payed full stop.",UNT
BC2004,Yo I wanna cruise to some sad ass music &amp; get depressed whos with me,UNT
BC2005,If you want to take me you gotta work for it bitch because I’m suborn af and I like a bit of a challenge,UNT
BC2006,Who the fuck would name their baby Agnus?,UNT
BC2007,Bro my neighbor is a fucking dumbass every time he gets drunk,TIN
BC2008,&amp; I Dead Be Wanting To Violate This Bitch But I Would Never Doo Her How She Did Me 😭 .,TIN
BC2009,Bitches taking me off social media like i give a fuck 😂,UNT
BC2010,@USER @USER @USER regardless this shit is stupid and I'm not dealing with it anymore LOL,UNT
BC2011,Lmao ill never forget getting snuck in the club... bitch hit me soo hard I thought I got hit with a bottle. Then my head hit the bar 😴😂,TIN
BC2012,"Yes I am a triple threat. A bad bitch, A dumb bitch, And a sensitive bitch",UNT
BC2013,remember all the years you were a piece of shit,TIN
BC2014,"Why is being up late so fucking horny inducing like, body please I wanna sleep not be horny x10",UNT
BC2015,All this shit about fort rn is making me hyped i hop this game can pop off again cause I’m in love with it,UNT
BC2017,Y’all literally go to TSR to read comments that will make you mad. That’s toxic behavior.,TIN
BC2019,School Really Ain’t Teach You Shit We Learned About All Them White People Who Taking Credit For Shit They Ain’t Even Do 🥴,TIN
BC2020,@USER WHOS THE FUCKING IDEA TO MAKE THIS VIDEO,UNT
BC2021,@USER @USER @USER I'm just checking ... is it actually illegal to have an ass that perfect???,TIN
BC2022,@USER i should block you for disrespecting the goat but i’ll let it slide just like my dick slid in yo butt,TIN
BC2023,FCKING SHIT OKAY FUCK Y’ALL WHO PUT THE NIPPLE VID ON MY TL,TIN
BC2024,why don't you mop the floor and i walk all over it confirme you also piss off sial fucking white trash,TIN
BC2025,Girls think I’m just tryna fuck .. yeah maybe but if you fine fine I might eat yo Pussy and buy you shit 🥵,TIN
BC2026,@USER Nigga...that shit ain’t the same as when a nigga was young...I think they made bikes harder😂😂😂😂,UNT
BC2027,@USER @USER Owner. Are you dumb bro. I am in control I do what I want,TIN
BC2028,@USER Makes it tough to trade when you are  emotionally attached to it .  Hedging is a pain in the ass,UNT
BC2029,@USER @USER Oh please.  His district is a cesspool and he doesn't give a shit,TIN
BC2030,this feels stupid but hey it helps a bit,UNT
BC2031,@USER That shit crazy ain’t it?!,UNT
BC2032,Fuck   What's wrong with me,UNT
BC2033,@USER Fuck her for sure !,TIN
BC2034,The fuck is it after midnight???,UNT
BC2035,Yooo lol I just ordered a bottle of water at the bar...... who am I?!? I’m really doing this fasting shit,UNT
BC2036,Rude Bhey what the fuck,TIN
BC2037,Parents are the only people who know how to drag us beyond an emotional level. Prove me wrongMy parents roast tf outta me. You gotta say some beyond outta pocket shit to really get under my skin,UNT
BC2038,and my oldest brother's fave lil shit cos im adorable,UNT
BC2039,@USER @USER An ass and an asset. #MoscowMitch,UNT
BC2040,Ghana be stupid countryGhana and starting program late 😌,TIN
BC2041,I shouldn’t be up and hungry this early 😩 like stomach empty as a mf,UNT
